	Taxonomy	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r
QD_2106_contig_9197146||full	Bacteroidetes	10.61152332	23.79988622	17.99712709	24.57693054	20.6656701	16.22400386	13.25454221	7.524794349	18.82707112	12.47941356	14.01055046	6.051525348	11.93697621	8.435409164	27.09036027	7.664614378	7.969034273	4.501725731	5.046725114	17.99536151	14.97727138	0.978631836	1.959871075	1.944051944	29.51879475	26.9345111	30.38700308	1.582948973	5.589255771	0.810531085	38.70761862	39.33364482	0.359118922	1.303462348	3.834642964	1.499030392
QD_2008_contig_1102604||0_partial	Bacteroidetes	13.50840821	2.15685761	56.58519548	8.809676141	5.736350112	17.51117277	7.075289934	0.433854272	7.88690109	28.64384293	2.83197096	1.688333042	6.235071126	5.423302824	40.39222189	0.728919806	1.913131647	1.058632755	2.368694211	5.596550276	1.236858002	0	0	0	11.06487227	1.216161169	2.997704016	0	0	0	0	4.740683625	0	0	0	0
QD_2008_contig_2394917	Bacteroidetes	53.04505695	5.264211892	46.27112386	30.6155718	15.51172027	55.2175921	3.992981379	2.513207681	4.272125522	59.77922488	14.32147058	3.475958257	6.962487026	4.321418901	0.470814037	6.858800834	12.45669504	4.852465208	4.744319345	7.213808715	42.29926614	2.10280595	1.272806542	3.095448644	2.349317933	5.855732026	5.166953235	0	0.648240678	0.099194681	1.088733772	18.26842653	0.254402201	0.806192112	0.65730815	0
QD_2008_contig_2346037||full	Bacteroidetes	16.2209788	2.42963613	50.1141319	6.617697252	4.31945	16.68491054	6.165594292	1.909748102	8.153545382	32.82296665	2.630083802	1.044094263	7.26575155	8.702950827	45.83987738	0.425765052	1.726574716	1.160374238	2.659077037	5.153081488	1.429299407	0	0	0	9.599175167	0.20556126	2.676489014	0	0	0	0	5.274211582	0	0	0	0
QD_2008_contig_14524130||full	Bacteroidetes	31.83098626	13.62776139	111.4155141	23.02833991	14.86436221	35.00530868	22.5725953	8.551393288	22.26092722	88.64597746	20.94588136	10.15146779	14.18196342	25.29619145	94.54037442	10.13907773	12.30885282	7.724864153	21.66316223	13.36670489	10.58199415	2.357357565	1.296216262	2.821479041	29.73428959	8.249486838	19.52319079	0	2.91654586	0.892384631	1.098246701	17.87048968	0.268021993	0	0.505158121	0.087208059
QD_2012_contig_18435193||full	Bacteroidetes	11.69094763	3.960490301	35.51340885	7.230899012	4.440140485	8.182073203	4.100827458	0.582673223	3.617476225	19.57857939	3.543254195	2.830835036	4.956980995	5.180830025	38.87304605	0.913873699	2.489478106	2.414710436	2.349357848	3.944352385	1.23030219	0	0	0	10.64909568	1.503904922	7.803942092	0	0.19565182	0.039141694	0.126098946	5.746089394	0	0	0	0
QD_2008_contig_16645157||full	Bacteroidetes	23.12661994	0	34.25249283	8.069768752	3.072041122	30.49349563	0.679015887	0	2.744303246	40.36811543	0.286548258	0.226905897	0	0.954557991	7.275375989	0.124498703	1.032261761	0.714082681	0.656784482	0	0.657193598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QD_2008_contig_20174832	Bacteroidetes	1.200315747	0	41.57219703	1.220407969	0.538352114	13.14565958	0	0	0.903093369	18.07847186	2.361071553	0	0	0	2.795935455	0.31730391	1.091078763	0.192546101	0	0.993577414	3.952313793	0	0	0	1.202311105	0	0.602026612	0	0	0	0	6.905856644	0	0	0	0
QD_2010_contig_16388749||full	Bacteroidetes	1.005760184	1.507601112	18.60750485	3.834357548	2.438476276	8.805814805	0.791450133	0.607346977	3.270639348	26.2551401	3.317713172	0.31930677	0	0.558869252	1.598917605	1.185255759	0.03816416	0.00638229	0.7661443	1.996801399	1.014355902	0	0	0	0.53178974	0.34422428	0.399009241	0.269006	0	0.262336801	0	7.500671009	0	0	0	0
QD_2106_contig_12044684||full	Bacteroidetes	13.30013894	22.75837384	81.47421138	32.2508004	33.18497729	22.07337487	13.99695991	9.934075988	37.75679828	37.66490304	23.96002671	5.371776463	18.07253006	13.93712724	26.58219269	5.262346184	5.085766652	5.608656964	17.31364272	15.27179384	11.14699886	2.796505676	3.130003343	8.085821812	31.51641301	41.54831407	35.50181889	1.949766016	0.446555424	0.932082156	29.35705055	38.06767853	0.23429281	0	1.595995406	0.45785765
QD_2008_contig_13364702||full	Bacteroidetes	4.703508226	2.903241756	33.9178287	5.809761211	4.665703506	13.81333197	0.921131306	0.884823684	5.519800784	34.06486945	5.470121175	0.488862836	0	0.412167117	2.203912448	0.889052299	0.699149358	1.578926699	1.022607138	3.365937694	1.612281579	0	0	0	0	0.340080721	1.887491438	0	0.142880285	0	0	11.77621778	0	0.382138912	0	0
QD_2010_contig_8052158||full	Bacteroidetes	3.343260173	4.451537603	36.47124389	5.113110649	1.807980545	13.02421595	1.863321375	1.055798044	8.000710166	32.61503213	3.564199774	1.307043239	0.082382535	0.804216309	3.596176674	0.751831711	1.574873398	2.635021449	1.15256052	4.055235878	2.505485293	0	0.087406239	0	0.542322364	0.5183839	0.818448197	0.024001076	0	0	0	14.23365979	0	0	0	0
QD_2104_contig_165190||0_partial	Bacteroidetes	14.21853218	19.14162661	79.87205352	31.76498652	32.1469377	22.29207884	14.4257834	9.230251288	30.54228654	36.96246971	19.24528378	5.410312481	10.59049032	13.3064454	24.30382889	7.234453311	7.615100355	6.139439654	14.75867603	21.55238374	13.62554672	3.407423111	4.820059375	5.685987786	26.87982896	40.66819921	35.86917906	2.309384197	2.220691981	1.120027457	33.16245661	36.43021511	0.307098076	1.077390316	0.844952822	0.2420776
QD_2008_contig_13647894||0_partial	Bacteroidetes	9.015484364	0.295802291	57.36579684	7.100420919	10.20455524	17.51719811	0.462796569	0.270962296	4.604653235	49.34763832	4.528273175	1.776965716	1.262189264	1.044828517	8.331982588	2.308738366	4.64844576	11.36658033	0.423861694	1.940522853	2.050914574	0	0.041282203	0.052756653	4.717966735	1.145248842	0.983718026	0.775019515	0	0	0	9.387104953	0	0	0	0
QD_2010_contig_7727320||0_partial	Bacteroidetes	14.09718378	0.656177021	57.52994729	8.182050079	6.967794843	17.28110557	2.148382106	0.85065622	6.171678532	55.45358324	4.812822895	1.496050715	0.81420195	2.564484848	10.15855989	1.7903215	5.604860319	16.3670858	0.80808091	2.374508094	2.802345289	0.253546903	0	1.270206461	3.340290727	1.294223514	0.788425954	0.471982058	0	0	0	7.203803445	0.14025484	0	0	0
QD_2102_contig_11365612	Bacteroidetes	14.39884345	0.109841654	50.90777113	50.8117059	3.623185161	91.40827567	7.191627793	6.308262195	4.275765019	323.4600177	116.6785059	4.676469254	10.11693901	2.800456374	1.09088562	14.18922902	19.54840945	18.48835404	9.371356086	328.3720055	106.5338034	6.381089889	8.784145934	15.13493212	0.904683244	11.76433161	0.890428406	0.850939543	6.377294476	1.96154529	2.903883573	69.75321704	3.59412343	1.222464785	2.169316101	2.406786186
QD_2102_contig_13854176||full	Bacteroidetes	12.62413128	9.531680456	56.84024732	18.38194393	14.4462594	38.6353233	4.644778192	6.013044969	22.17144591	62.98434509	31.89499292	8.325270645	8.059037848	14.96857978	24.17959898	17.9956387	18.38411144	11.71258255	19.99576465	24.26832854	30.05249596	4.013139818	1.666198039	3.549423413	6.713163745	0	19.14418578	2.353654028	5.932312833	6.845769186	0.342830608	49.4216261	0.10520064	1.186681254	1.810059114	0.05654517
QD_2102_contig_2585233	Bacteroidetes	10.71854124	7.170038729	6.743874327	6.860543267	17.95440438	11.90924881	48.62455707	32.16121553	18.50836115	10.79252153	21.57351602	22.13946802	43.76311341	32.56159106	22.93557033	18.64865914	27.02087897	29.91836063	26.49621126	19.3914917	16.04848733	17.62957385	13.72548779	24.56477327	9.869521686	7.230739785	6.538359172	4.340999614	10.88361566	7.692987544	6.888149242	7.480165495	4.581300909	6.176950439	6.026226562	3.910097871
QD_2104_contig_197195||full	Bacteroidetes	19.54795937	26.30796889	20.78228518	22.63386119	22.86017899	17.03191016	39.10080601	22.26066966	17.33086457	16.85118615	19.66276538	20.86994184	35.79100503	31.25729909	30.47610215	19.61887407	22.98269097	28.51406491	20.90330606	21.85595632	14.77565962	11.32729926	11.38541623	19.06895615	21.6913496	23.97135621	26.80852199	11.49695691	17.25647484	11.95515346	22.7754248	20.80751412	9.64358085	9.782580175	10.38192663	7.767570285
QD_2008_contig_117800	Bacteroidetes	19.87447285	7.946513078	23.39351666	21.09579375	12.51685086	16.58301934	8.412089397	5.840369837	6.012109469	18.59779305	0.59791339	0	8.181031309	4.865336005	31.43886531	0.394650584	2.173781841	0.922343811	7.204369253	0.182200486	4.319230686	0.394120038	0.210698826	3.794618696	24.82369747	49.07304519	13.02886663	0	0	0	34.66024047	3.420818912	0	0	0	0
QD_2010_contig_14740553||0_partial	Bacteroidetes	17.21885128	16.9202066	73.48251801	21.78246977	11.62794096	40.30142924	8.752757359	2.121861819	12.31307051	77.16089396	15.32121222	1.831191983	3.029286579	6.555137114	17.31921504	3.582314756	4.187483798	6.919576076	10.415029	8.950157851	6.842652307	0.065533258	0	1.224296208	7.514227639	0.983243308	12.87779698	0	0.578404046	0.12928575	3.326444658	22.8493808	0	0.512655799	0	0
QD_2010_contig_14753678||full	Bacteroidetes	7.257585152	11.61435566	53.09992679	12.50043913	9.608113944	34.70887722	8.816625502	4.998784341	16.44285003	63.10157404	27.84720589	6.35787206	5.990492365	12.83676917	23.4237218	17.32515676	12.71887747	8.200012176	19.93734416	22.77845831	30.75257028	1.414021392	2.045916075	3.35205028	8.451325012	0.184173307	17.94190862	3.943654572	5.503763263	5.288099879	0	40.73104706	0.510206804	0.753783001	2.252262625	0.484240641
QD_2010_contig_20214156||0_partial_1	Bacteroidetes	12.24314182	15.44432991	67.45036029	12.5719452	9.155381978	36.09761681	9.186204214	0.841213136	8.043743998	69.51768175	12.69190699	1.047872494	2.354317662	5.904536748	14.10100103	2.542594433	5.949854987	3.467591701	8.813687963	8.411806643	3.546109312	0	0	0.2360416	4.165305187	0	8.738303945	0	0.250833705	0	0	25.50730294	0	0	0	0
QD_2010_contig_4201710||full	Bacteroidetes	10.67534814	11.08176788	57.86330055	17.94284512	11.39203038	44.36786993	7.692959319	5.310987548	20.27333458	68.54396686	32.47938311	6.844950465	6.708151108	13.28684951	20.74949749	19.8328096	15.48804475	10.20888937	18.13435232	23.08136185	34.42993812	2.422773521	1.44806294	3.261196229	7.737454184	0.137243065	18.06352773	2.703624887	6.493131497	6.733509878	0.443607485	48.04676687	0	0.292222579	1.41778143	1.295945736
QD_2106_contig_13156660||full	Bacteroidetes	26.01836068	32.51084552	33.02723073	41.14587622	19.78440309	49.31311055	13.4192715	9.724672696	26.88858038	61.07024854	27.30564138	8.821617546	13.6795782	16.26699607	37.18140762	16.68691906	24.16849579	16.77920291	26.58931119	31.01623673	67.23249068	10.44555856	7.295416127	12.42599867	18.44281	8.789076349	74.5142561	7.415879783	8.857850055	7.398101158	11.5769119	95.58394824	1.944289423	3.080347865	5.983510559	0.91533047
QD_2012_contig_13875738	Bacteroidetes	2.013521296	0	0	0	5.382235003	5.97802525	38.73497805	7.022369832	5.392623627	0.531402843	1.553048357	2.584089231	50.0917803	23.04788247	0.84198848	1.39782375	1.2234385	8.599148715	12.14251356	0	0	0.826875413	0.996185059	1.131674741	0	0.074533039	0	0.078131422	1.090152181	1.062053769	0	0	0.925592216	0.32023589	0.49817864	0.783683172
QD_2102_contig_5082145	Bacteroidetes	9.394533252	27.13495901	7.442073955	18.60308854	25.60030621	13.1180695	12.84597476	21.56322009	9.357589687	24.32937399	22.96346184	49.23974734	23.52015844	12.31279294	17.15898517	42.65144397	49.74732354	32.36836318	19.71827517	24.15931692	43.65140414	32.96089638	32.11639299	41.12939478	15.4082883	25.01054166	20.82704819	40.74910087	49.92805242	39.62199779	38.00508635	16.74494527	33.50225315	22.63215159	19.52200557	35.15166077
QD_2102_contig_2768346	Other Bacteria	0	0	0	0	0	0	0	0	0	0	0	1.601348593	0	0	0	0	0.637122109	0.861033253	0	0.228985586	1.636205894	26.56823962	21.74662602	30.07756482	0	0	0	0.264780692	0	0	0	0	0	0	0	0
QD_2104_contig_20621569||full	Other Bacteria	2.139773497	0.12244521	1.849220291	0.628702195	1.84600058	1.789463478	7.632993886	3.345956999	3.446997706	1.175064609	0	0	6.567409616	5.482887696	3.250063418	0	0	0	4.707778526	0.493722293	0.013901105	0.248690901	0.223974636	0.332190147	69.99663835	56.45332423	3.628843371	0	0	0	18.98449266	0	0	0	0	0
QD_2010_contig_5307869||full	Betaproteobacteria	13.66631187	11.90724378	5.149341084	10.00404682	3.64494886	14.61557915	29.41130334	18.67519182	16.95470401	7.63290828	10.5513857	1.1267484	24.02848585	17.90833229	48.6377833	8.366761251	11.30969511	12.10604118	10.34675703	0	5.73951747	1.350403522	0.499059543	6.080486704	30.46891984	7.582849424	12.59478357	0	0	0	10.64639132	4.539343647	0	0	0	0
QD_2012_contig_3871306	Betaproteobacteria	3.400506781	1.580416643	2.661041173	2.096375199	4.547090567	5.104404052	3.887040692	6.424399927	3.671420983	4.007541277	10.1779254	19.19719635	5.960767273	5.936281807	8.022495098	10.23061442	8.637516653	8.537534386	5.457317955	8.195540704	10.39119456	5.497705055	7.964124354	10.46820691	3.518287272	4.066816957	2.023826496	4.333850037	5.302513368	4.84791957	3.734976614	4.206874822	10.47938416	12.86759564	5.046796186	10.20708514
QD_2008_contig_1455034||0_partial	Other Bacteria	3.863278475	16.16678547	5.880173037	11.6267921	6.213771482	6.104200173	5.48951439	3.748828673	11.29088269	9.256972049	10.98873081	5.383083591	5.099553423	5.458869391	5.364675095	7.929780832	7.071313976	4.649344267	5.386927954	7.70051978	7.121629505	1.64278427	0.570103343	2.395887588	3.287869728	2.988615466	12.03780171	0.153973582	2.84097914	2.575728493	8.685950491	16.2192034	0	0.247976742	0.601259777	0.462461271
QD_2102_contig_4999821	candidate division WWE3	1.039596694	12.05833723	0.715436386	11.49223227	1.88483146	3.855969876	3.02727808	2.537584075	2.582677728	1.965515961	16.05812294	1.075280221	5.741260275	2.195601616	0.00075969	2.401068112	5.652227238	3.725093195	7.940036908	20.56794832	3.211705407	1.544232447	1.535102984	4.540800734	0	2.003716717	0.414768843	0.404746533	2.1642879	0.910028562	0.753144624	2.344941052	0.140389291	0.339575578	0	0
QD_2012_contig_11093775	candidate division WWE3	3.246972844	1.571790478	7.168605359	0.773442411	7.650988481	7.162566132	9.807383631	22.43765297	10.79220065	14.03300771	22.01362272	46.99025332	16.35585114	14.70399843	37.27643077	68.65770868	37.75831989	17.09518359	25.45827945	14.11920725	24.21693084	14.33852421	10.22961919	19.76446247	27.03637151	29.9398881	8.78209318	15.03761909	44.50535789	46.68951459	56.48012732	7.124965686	6.24368637	4.260249879	6.538189725	5.131044627
QD_2010_contig_9657912||0_partial	candidate division WWE3	15.69858742	5.616339137	16.50133708	17.36869228	10.0869126	2.186200006	5.848665688	14.6717611	5.296601321	12.61743962	2.898777578	0.136793708	4.910448457	5.916971631	4.784417971	0.411660341	1.208042741	0.469167494	6.897947052	0.957187397	0	0	0	0.256496819	14.2572301	67.2475923	0.385372389	0	0	0	63.51746324	4.884342311	0	0.666818204	0.169251625	0
QD_2010_contig_12496369	candidate division WWE3	12.26513374	8.478090914	7.708312506	8.68642319	16.67817187	11.04727184	20.12560634	31.27330167	9.498517411	28.67797845	47.72091707	41.56715624	23.11269281	23.48581047	30.24921792	65.37514495	53.87919777	22.63477866	24.78937859	68.98751937	43.13897031	27.20501577	22.33378633	30.92285245	16.69061585	24.13143465	27.14495023	37.1911457	45.83769869	72.80859957	45.73907415	22.63315166	37.62691854	27.48102192	27.89260955	29.23956472
QD_2102_contig_5082145	candidate division WWE3	9.394533252	27.13495901	7.442073955	18.60308854	25.60030621	13.1180695	12.84597476	21.56322009	9.357589687	24.32937399	22.96346184	49.23974734	23.52015844	12.31279294	17.15898517	42.65144397	49.74732354	32.36836318	19.71827517	24.15931692	43.65140414	32.96089638	32.11639299	41.12939478	15.4082883	25.01054166	20.82704819	40.74910087	49.92805242	39.62199779	38.00508635	16.74494527	33.50225315	22.63215159	19.52200557	35.15166077
QD_2008_contig_17791763	candidate division WWE3	1.365151638	33.06337102	2.16796492	16.26846801	3.438769062	4.855570495	1.972238217	6.337867412	1.245452293	5.70302593	5.366631585	10.40653099	3.85682677	1.940886767	2.519407956	9.492461302	8.871443744	8.364049395	1.991451117	7.333112902	8.967301465	4.440167018	1.970069747	2.87763781	3.61644238	2.731204065	17.63304844	10.77665265	16.98377905	11.9292802	3.481404143	11.451319	1.363544877	1.937426776	1.919518225	3.205420438
QD_2008_contig_7809126	candidate division WWE3	15.20784293	0	57.70823062	1.457724812	0.103884881	1.302283307	3.343607587	2.837532632	2.72729945	2.285802862	0	0	8.939508029	0.099859095	0	0	0	0.446993946	0.287030602	0	0	0	0	0	5.948873063	34.19440732	0	0	0	0	14.49297013	0	0	0	0	0
QD_2104_contig_2112633||full	candidate division WWE3	0	0	0	0	0	0	1.781491736	0.476403382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.096550611	69.62190411	18.83884762	0	0	0	0	0	0	0	0	0
QD_2104_contig_240725	candidate division WWE3	15.86497881	2.651059497	8.567646281	17.72943842	29.57402618	14.15542952	10.75186139	28.89081049	16.12747525	30.94229102	27.68216923	59.97297889	15.59618494	13.20940728	22.61179205	43.6395642	49.0988591	27.8754333	19.37886652	21.51988944	36.38990109	23.68344287	21.86599327	32.1316038	7.887843181	26.6074763	10.25546846	39.67250471	60.3084388	61.72275785	54.27881422	17.54050233	8.305708811	5.455185283	5.758964166	7.31537765
QD_2106_contig_12513695||0_partial	candidate division WWE3	14.20827146	4.3312114	11.82033688	12.49637224	9.087988664	0.996611228	4.271977788	14.55366119	8.984741898	15.64972092	2.409031055	0.493766922	4.143683317	3.883624322	5.466159499	0.686441346	0.318834446	0.24383183	4.798195866	0	0	0	0	0	13.59236329	55.50040416	0.160854738	0	0	0	57.24374326	2.056978324	0	0	0	0
QD_2106_contig_5611552	candidate division WWE3	2.150945814	0.957048725	1.291676287	3.896643942	0	0	4.865610298	0.648822572	0.802583723	0	0	0	7.095973584	1.798988256	0.136889245	0	0	0	0.855198127	0	0	0	0	0	10.36663227	35.20999095	0	0	0	0	105.1650523	0	0	0	0	0
QD_2106_contig_8636318	candidate division WWE3	1.037848367	0	0	0	0	0	0.310511368	0.102874354	0	0	0	0	0	0	0	0	0	0	0	0	0.698145962	0	0	0	0	0.856471692	0	0	0	0	59.69531015	0	0	0	0	0
QD_2102_contig_5038571	candidate division WWE3	8.382950558	2.869809624	0.16372844	4.431613029	22.9050902	13.26129325	5.971890011	10.7927828	13.36556856	2.407030634	18.66718059	1.491552831	8.380366248	11.22189153	7.835732407	5.951624547	5.846991231	14.16740366	13.34305453	12.23600419	4.824989451	4.214485553	2.175812571	13.35812784	3.127540148	0.857967746	0.048720559	0.13123607	0.576299799	0.042811488	0	0	0	1.144771965	0.860179235	1.882893735
QD_2010_contig_20892007	candidate division WWE3	5.601813262	19.09139061	2.713584233	9.990859592	4.589813236	4.034961815	6.189292652	6.554974359	6.006964827	5.905235277	43.75278443	6.111962394	5.075627696	8.601949887	26.07751528	9.67982093	5.052410133	3.183714142	11.05425864	67.6938346	20.7877346	1.6981665	1.531396191	3.586086695	20.395257	6.136322038	19.8250245	1.566031897	2.6917529	2.198537435	10.14485005	34.98940397	0	0.067293046	0.530144687	0.362055554
QD_2008_contig_4740077||0_partial	Other Bacteria	56.79347426	117.3459268	16.1445147	62.89447237	14.4962457	25.29275581	20.21848077	10.52302144	14.28848876	16.77463442	11.04668521	1.499656536	19.64426354	25.48842414	55.14206946	5.171222598	7.310852229	7.277562193	20.82660165	9.180847597	19.09611224	3.248382689	1.348274261	7.070771424	55.91535427	27.88628726	58.70051224	0.467469361	1.11455683	0.500584875	43.02669402	44.34573102	0	0.915457718	0.502710182	0
QD_2010_contig_8278083||full	Other Bacteria	55.95057538	130.5772147	17.24278223	64.3240928	15.53090666	28.37738213	20.03171561	9.655131346	15.53908213	17.65456323	19.20853824	2.985365669	23.71315246	28.43382971	64.17168345	6.739514423	9.353764495	9.79445947	22.72122621	12.60232854	24.00800256	1.924268216	1.36450323	6.799179984	68.4087352	28.8800408	71.24335703	0	0	0.480918604	49.56436576	46.48952677	0.063728065	1.343692592	0.599403208	0.906396226
QD_2106_contig_11834205||full	Other Bacteria	82.88337053	198.0431251	25.56047921	88.07103952	25.51753401	34.6513548	28.08390258	17.09037161	25.11407073	21.83614274	23.40904616	3.618276845	44.13357721	34.98006081	104.3373271	10.39095623	14.53351342	14.32237617	35.29068316	16.56316712	34.0639417	2.873277438	3.152722874	11.93373974	91.45186686	47.07885631	98.80002279	0.539475004	0.875177077	1.088260012	74.15500526	68.7621011	0.745750158	2.296742496	3.186467692	1.776027382
QD_2106_contig_12461355||full	Other Bacteria	42.4781653	69.19360262	16.76164064	76.69019293	16.76759395	8.098841763	6.014055082	2.695972014	10.67519158	10.13593199	1.634881789	0	12.69172753	6.713521484	30.96193383	0.957998844	1.062768544	0.77875149	13.71386512	6.261015794	4.866495637	0.361175899	0.049177304	1.036018561	33.63703323	50.00008247	61.87348757	0	0	0	127.100742	24.0970155	0	0	0.438873653	0
QD_2010_contig_10514731||full	Candidatus Aminicenantes	1.788646914	0	17.92159382	4.243576894	2.349409387	8.790263795	0	0	2.208757859	43.78892624	14.80943357	0	0	0	0	2.437032195	1.401781238	2.132041674	0	4.287767489	6.631200509	0	0	0.018774992	0	0	0.375992893	0	0	0	0	23.49554294	0.888943266	1.583645723	0	0
QD_2010_contig_16556448	Candidatus Aminicenantes	3.072775134	0	32.03361254	6.411258377	6.47527475	19.61121025	0	0	7.983230715	50.22531082	20.31467283	0	0.958410192	0	0	4.044393058	4.308783208	4.572555829	0	9.979408076	10.08603191	0	0	0.710144885	0	0	0.544830113	0	0.60966831	0	0	28.73004926	1.743097433	3.115861385	0	0
QD_2008_contig_16525895||full	Candidatus Aminicenantes	6.160302882	2.813134313	39.68369357	6.571965035	8.533784753	9.244264079	6.672397135	1.03231996	8.189172583	23.20108844	9.451585121	0	1.971922829	6.727081007	34.18380577	1.066757332	3.402837049	3.272528541	5.278600438	3.74870173	2.190207499	0.654519018	0	2.839002957	24.92170321	5.412387199	1.117581937	0	0.096985497	0	10.34975752	2.112820149	0	0	0	0
QD_2008_contig_5472309||full	Candidatus Aminicenantes	14.88936885	1.158018203	83.44154211	26.85839578	5.08683145	39.03303176	0	0.339927678	27.02957816	110.5044057	59.05362177	1.761384134	1.337958902	0.603464677	0	15.64828904	13.72000521	15.0929976	1.005671889	16.17382986	27.27787502	1.148140759	0.688366929	1.760350709	0.14452451	0	3.970263947	0.528855246	1.050681875	0	0	74.70990366	1.047702241	7.312256117	0.728425349	2.130055532
QD_2008_contig_6827225||0_partial	Candidatus Aminicenantes	12.70581732	1.036767578	75.79871312	28.53522848	4.361837115	38.89738881	0	0.173800172	31.49215796	107.9737757	54.64041547	1.337762127	2.130875859	0.801826383	0.182566499	13.00325834	14.32668269	14.33091617	1.514542299	17.83845693	25.36812037	0.860563588	1.037858201	1.836649978	0.412041851	0	3.913567752	1.166377143	1.062381565	0	0	78.29344869	2.198494102	7.656771801	1.047739094	1.975530875
QD_2008_contig_9954032	Candidatus Aminicenantes	2.851557077	0	47.98611108	6.955318116	0.462674988	13.71615284	0	0	10.8481269	33.77020201	9.80965268	0	0	0	0	4.406545107	4.120220953	7.486138803	0.533819105	2.76376288	11.74463655	0	0	0.73123735	0	0	0	0	0	0.337469455	0	27.77232919	0.170357668	0.370832231	0.467324959	0.013523298
QD_2010_contig_11242468||full	Candidatus Aminicenantes	5.88366025	0	43.78568125	16.51156701	1.92753904	19.85154931	0	0	13.34230839	50.30794028	25.44162734	0.659310288	1.665237081	0	0	8.371101298	5.699511755	6.178940041	0.712433625	5.102467442	19.93944154	0	0	0.211302041	0	0	1.758719336	0.956444153	0.559023587	0	0	35.43860364	0.360803319	2.962156064	0	0.111444328
QD_2010_contig_5396419	Candidatus Aminicenantes	7.743885555	0.75324975	36.57131036	19.59087375	3.74291439	28.57539952	0	0	16.52253453	69.07633784	22.155324	0	2.154056209	0	0.009138628	10.00776391	7.049054447	8.53506909	0	7.579051268	9.877263244	0.273006035	0	1.050445824	0.182805857	0	2.189804168	0.443820011	1.1830585	0	0	38.37208725	1.966129082	1.761841674	0	0.427022571
QD_2010_contig_8633316||full	Candidatus Aminicenantes	21.30132091	2.173876244	110.5249979	38.90339618	7.509865293	59.12682366	0	0.411912749	38.05467119	127.9956609	80.60951437	2.509100023	2.623709909	1.318451216	0.401198069	23.08642828	19.98687598	23.38417586	1.655717864	21.82611376	37.62563948	2.124729205	1.680689579	4.361003637	0.498384589	0	6.240150861	0.72015118	1.154945914	0.18917981	0	100.4271379	3.436290159	13.10801916	1.216386365	2.027106575
QD_2012_contig_10032031||0_partial	Candidatus Aminicenantes	11.50497788	13.96475193	79.64945369	22.06341524	15.95035928	24.18101418	8.408230318	2.525308909	19.82609965	32.68526136	16.57455826	1.543198721	4.54682665	10.28306391	33.99416799	2.920044721	2.571190231	3.613080875	6.618856996	5.383563487	3.042324458	0.87279165	0.545332307	3.388771656	19.76885013	15.44122646	1.526452191	0	0	0	16.46833164	9.958954789	0	0	0	0
QD_2102_contig_16744368||full	Candidatus Aminicenantes	11.51291426	0.814931461	66.60632591	26.24335325	5.236840569	33.78588619	0	0.397085964	28.14826653	92.32045188	47.68243704	1.6618409	1.40509384	0.200299727	0.236033488	10.62915108	12.02460247	10.81385897	0.806530478	15.18316779	25.60282664	0.292450614	0.687787925	0.624475384	0.221172548	0	2.057915647	0.770140884	0.516298374	0.093872871	0	66.77299607	1.276903631	4.778816512	1.021443848	1.868542954
QD_2102_contig_20161687||full	Candidatus Aminicenantes	7.041488678	0.140838049	56.14159058	16.94309492	4.18357658	22.16409791	0	0	16.86181045	67.56262375	33.22659231	0.27378319	0.865489728	0.45953795	0.242081464	9.154904375	9.366029817	8.433814884	0.306903898	8.616699647	22.63495246	0	0	0.604809597	0	0	2.584961674	0.064620985	0.566522199	0	0	49.09099777	0.986827824	2.98649577	0	0.810416703
QD_2008_contig_16864576	Candidatus Bathyarchaeota	6.55244166	30.74212699	8.12791693	26.18380784	2.500052434	12.4252733	4.125857388	1.236813021	4.132295797	16.942146	16.17359197	0.053090743	5.069213878	5.321334031	12.92995629	2.055982485	2.145780632	1.114061872	4.282914042	9.626927502	13.70272108	0.391889878	0	0.780444867	3.088962492	3.465417462	18.63872556	0	0	0	7.995327911	32.33832794	0	0	0	0
