	Taxonomy	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r
QD_2020_08_bin_328	Bacteroidetes	2.356833728	27.73554174	10.71755658	13.56018009	5.905427836	8.249730428	2.45075852	3.386809144	4.169265621	11.97207319	10.67773402	6.39976317	4.219422679	3.071096199	8.580244365	8.701662866	4.57276819	1.832976056	2.817517936	8.992208206	2.902199748	0.272579591	0.186211692	1.421140792	1.562963157	2.203159623	2.831295603	8.80360029	0.95224764	0	1.395574519	12.78931554	0	0	0	0
QD_2020_12_bin_137	Bacteroidetes	1.35195975	4.323973526	3.275905853	2.181019016	3.929209775	2.432864978	8.699042432	5.411067609	5.290059627	2.482192264	3.760665949	10.36630633	6.5223232	8.705865443	13.21296687	9.767881791	6.106215801	5.347954632	4.910873914	2.758051	2.157877461	2.709909146	2.316199285	3.460353534	8.210458818	5.697091948	5.725421454	0	4.879882024	4.4862083	8.668820167	1.913913894	5.360825395	5.229851511	4.170127798	4.122864914
QD_2020_10_bin_146	Betaproteobacteria	11.01320253	9.914841668	4.271032123	7.917706779	4.097276218	10.07520285	31.40817919	18.16288309	15.21745098	5.891157208	9.301302508	1.963261554	20.6287377	17.14528165	43.46331013	8.225612523	9.769681219	11.36520494	8.767744594	0.117593057	4.217016162	1.568633715	0.653556166	8.095283787	28.26811843	7.258358597	9.763195587	0.027207445	0.164033555	0	7.186867158	2.280827131	0	0	0.21493719	0
QD_2020_10_bin_206	candidate division WWE3	11.20240995	8.615351197	27.64315038	17.49745145	13.42136802	30.07807882	7.915990047	5.383207116	12.90649549	56.1661488	5.473070467	1.643084189	5.354185632	9.268482084	33.79837929	6.701767723	12.97929443	6.27925077	6.556404525	1.13711845	18.74089561	2.178803728	0.6839687	3.041090253	36.94761369	19.62681077	60.57516303	0	0.22763807	0	30.73456153	60.02353942	0	0.608767775	1.564454722	0.707318696
QD_2021_06_bin_151	candidate division WWE3	15.02465526	5.97544134	15.00337832	16.53485373	8.680148193	1.912529795	4.328004402	13.9430447	7.802415209	16.49840548	2.447167517	0	6.580380599	4.390594951	5.516369165	0.720051863	0.243909737	0.371359152	6.699760831	0.592300325	0	0	0	0.42815821	13.32874787	58.58939615	0.215351784	1.574544875	0	0	61.46688603	2.259926218	0	0	0	0
QD_2021_06_bin_72	candidate division WWE3	2.622081766	12.31701994	14.44045984	14.65111701	7.267660971	3.854801937	4.196638474	8.999885607	8.072857035	7.598123197	4.418581211	1.877527703	4.508145422	6.532273524	14.4938156	12.28571016	5.271322506	1.758736897	3.384047202	1.360499454	16.65348974	0.153654708	0	1.169544204	12.49108372	15.39912976	7.969704928	0	0.353298519	0	43.89708851	24.75006493	0	0	0.321276942	0
QD_2021_06_bin_81	candidate division WWE3	0	0	1.273723054	0.821353984	0	0	0	0.514751136	0	0	0	0	0	0	0.058707628	0	0	0	0	0	0	0	0	0	0.78300927	1.711403322	0	1.293771089	0	0	39.49807494	0	0	0	0	0
QD_2020_08_bin_72	Candidatus Aminicenantes	6.971761264	3.462045758	37.87149876	5.350916508	7.531689483	10.99766524	5.026767116	1.064998477	8.532970381	18.90372817	11.27081332	0.245733195	2.137355586	4.578375365	28.6830458	1.116456162	1.526479399	3.701266772	6.355482214	4.707672775	2.822277136	0.157373008	0	1.0169765	20.93251068	6.825720326	1.013513974	0	0	0	8.75719696	3.479257343	0	0	0	0
QD_2020_08_bin_84	Candidatus Aminicenantes	19.24494747	1.224151673	103.2934696	37.76651922	7.626318515	51.49756147	0	0.359118623	38.47819482	131.5345007	72.25847194	1.976249375	2.671197378	1.222188848	0.446791968	19.6891018	18.36735935	20.63628592	1.723516379	20.69237725	36.94692447	1.042474843	1.06634303	2.62738687	0.113156342	0	4.945709952	24.9170692	1.548207652	0.04573631	0	98.1137468	2.322353452	9.001911759	0.911642277	3.479349032
QD_2020_10_bin_36	Candidatus Bathyarchaeota	3.289106435	5.679440155	16.14656933	8.05073696	2.204399441	11.43290424	1.398579642	1.976802432	5.339346047	29.84994209	11.35429329	0.591781795	1.166064719	2.499322475	5.806660974	1.297895155	1.518900225	1.611574849	4.138407546	6.202743844	4.849841394	0	0	0.297244784	5.740602629	3.038850282	7.365284676	0	0.111112201	0	4.276273958	14.04000325	0	0.192668073	0	0
QD_2020_08_bin_217	Candidatus Latescibacteria	5.830339252	31.79950347	9.666971721	31.95298245	3.581333557	18.94284824	3.145855334	2.899173724	5.280173565	38.8167681	18.58687377	1.460963614	3.594432295	9.276022933	12.78178129	5.728464434	5.494048523	5.649782451	8.663360295	17.61337864	19.83241383	1.576328635	1.121784875	1.756172786	5.768040645	0.68459728	25.7828992	0	1.027806437	1.261179483	1.111894	59.3202974	0	0.825556342	0.818763584	0.249398981
QD_2020_10_bin_120	Candidatus Latescibacteria	0.60606769	6.856959364	1.833989082	9.60199905	3.754236121	1.451673143	1.591049318	2.859560209	8.878248384	12.86167244	11.88615679	9.100288641	1.415774163	3.996844682	3.786113069	17.42746349	7.743267496	3.913708714	8.260005395	5.600744975	8.134261077	2.478784209	1.813089179	2.513858894	0.824088573	0	5.377953386	1.875754426	9.375172275	7.956468956	2.012200682	13.84971828	0	1.04197578	0.821779548	0.474800364
QD_2020_10_bin_29	Candidatus Latescibacteria	5.194729842	16.42207775	33.60065471	16.12003748	4.905744033	30.57488444	3.540085365	2.827770019	10.4819572	98.55617869	4.329357804	0.008722915	2.793941945	5.578956419	13.55008068	2.028333692	2.677391439	2.710578251	3.872913632	4.514156582	7.940968687	0.179109847	0.050072508	0.492904516	9.174399928	4.940103008	17.89508861	0	0	0	10.44586042	29.93108753	0	0	0	0
QD_2021_02_bin_74	Candidatus Latescibacteria	2.102951121	10.64493811	6.983993848	10.87039387	1.633612885	9.740305388	1.328546224	1.203148454	3.111329478	25.44963677	5.960552454	0.513520188	1.292748703	3.380549431	5.302649608	2.41494645	2.126973805	1.899708747	4.30618238	7.522658223	9.13239459	0.660548133	0.416779701	0.847819747	2.694395321	0.668159348	10.06519813	18.8619194	0.327583565	0.327768183	1.465533193	21.9477798	0	0.137980236	0.000743789	0
QD_2020_08_bin_107	Candidatus Thermoplasmatota	12.78908194	4.469658746	11.7615328	5.822017848	1.020029711	6.668091091	1.462836401	1.049986084	1.007184089	6.183679904	0	0	1.850529687	1.071524966	2.408192908	0	0	0.116224348	0.859135826	0.34084133	1.291967895	0	0	0	5.351947807	5.282831052	1.841087119	4.746159517	0	0	2.371039606	1.493322198	0	0	0	0
QD_2020_08_bin_109	Chloroflexi	31.7944085	22.22073843	13.15539418	18.22568394	3.20756859	8.962255277	8.45503802	2.819209913	4.139373182	7.597434904	1.742924175	0	8.364975912	7.641724833	25.83730096	0.211384985	0.968683123	1.737576838	5.371522691	0.783236269	0.99631688	0	0	0.111900514	22.65708496	27.42158101	5.5856588	0	0	0	39.88996491	6.164404974	0	0	0	0
QD_2020_08_bin_129	Chloroflexi	53.06751461	57.86515804	35.04067619	48.24621301	76.64886364	58.67035131	19.62118251	20.77378055	41.7380431	49.61260469	92.72733253	40.25765985	29.87710207	23.26157672	23.80453432	65.45422182	62.08558994	51.39987011	81.94911656	123.1349204	67.23185826	91.73895701	83.11581103	86.09340483	35.90562501	20.12633374	169.226377	53.76747408	96.7888241	110.0627117	19.07391518	106.9132658	85.33737417	92.86409689	75.33290886	81.47887157
QD_2020_08_bin_178	Chloroflexi	176.1162707	106.1067122	133.9403717	110.4830825	27.05611149	98.47753836	45.54602108	14.72521902	26.71452352	78.66769955	13.15645719	1.145894788	50.32919495	34.33885791	100.6134276	3.564585773	9.997584415	17.63841238	25.09975547	7.867769325	11.36352675	1.360716413	0.747514527	4.680615956	79.74049333	117.8050675	38.13338643	0	0	0	92.38668385	35.55182383	0.01255508	0.328386311	0.186248544	0.019784746
QD_2020_08_bin_231	Chloroflexi	0	0	28.04996097	0	3.8909019	1.526002183	0.146258289	0	0.109785958	2.621549313	0.397104736	0	0	0	2.180302707	0	0	0	0.287239931	0	0	0	0	0	0	0	0	1.303379364	0	0	0	0	0	0	0	0
QD_2020_08_bin_257	Chloroflexi	29.01070566	53.06649504	33.05646504	47.92063817	45.01472302	32.55809755	27.23706631	27.65204643	29.46246178	28.86470669	33.73017226	31.55700187	32.54727065	37.36860821	27.27424322	23.4246196	28.63451217	28.68172744	30.15038073	40.37690418	23.81805749	22.34655344	18.30477613	22.994277	29.11553225	33.00828056	60.49530628	0	20.22818974	15.67730565	37.41969844	53.60528708	11.45542899	16.23621235	13.33330251	13.51918149
QD_2020_08_bin_90	Chloroflexi	14.60661868	9.15396409	116.5825274	15.31499805	11.63454939	40.50567356	9.923438115	1.982497864	14.73406346	64.82986812	10.88020337	0.143363447	3.532327912	7.861517368	21.80012092	0.90870021	2.644991484	5.133131306	7.748679198	3.608212284	7.545886861	0	0	0.549343361	8.58681215	6.157160229	5.948685814	9.564332089	0	0	0.598486397	14.05206342	0	0	0	0
QD_2020_10_bin_182	Chloroflexi	20.15737681	25.36299236	41.80894349	22.80107363	13.04909193	91.1448911	9.898445121	4.289127716	13.65770769	103.6087509	28.3082126	4.478314141	7.415437499	11.79518698	30.01065006	8.671066639	16.00004631	12.06515095	16.46883364	39.72863183	26.77185726	5.99757232	3.08384893	5.418119608	26.53565113	9.220739901	66.56434327	23.45790941	2.330340317	1.41884901	8.075295467	123.3309665	1.435800356	5.874849821	3.08000499	2.102453716
QD_2020_10_bin_192	Chloroflexi	30.10685732	27.65907419	15.90028317	33.12660923	16.41830361	14.12395187	14.77308025	8.647812224	12.90620338	11.93864204	4.753328568	0.715182925	17.27254801	14.03087407	23.6424716	1.873393997	4.031069969	5.29781394	12.08708004	2.954958543	6.152012748	0.764314379	0.478155131	2.508319804	40.9781508	42.43163949	22.15582105	5.171284713	0	0	62.62100766	18.41109183	0	0.460811775	0.319414694	0
QD_2020_10_bin_197	Chloroflexi	91.54078085	111.6339982	66.65523422	104.6695624	29.80773736	44.46932459	34.76056765	18.12922062	29.61631415	45.36035243	22.72403864	3.39484898	38.29491796	34.02404846	66.13728238	8.094554486	12.87598639	14.90379789	28.00040842	25.34917942	25.24922269	3.492782891	2.286951623	5.865652007	75.1655301	70.97473716	63.43855009	37.66746831	1.440221027	0.592147933	105.3176312	71.78082581	0.717374747	3.539838468	2.422856739	1.26086988
QD_2020_10_bin_258	Chloroflexi	1.800970225	3.794736794	6.416507607	5.23469293	1.167475592	6.681381204	1.254863907	1.163317268	3.157695207	10.43006896	4.902971053	0.993367139	0.643642052	1.497887971	2.69415997	1.283715957	1.902795801	1.351216545	1.514523977	3.736987816	4.819720017	0.64298834	0.439853747	0.556152673	2.52847199	0.343568108	6.152377037	0.693816758	0.859437933	0.478757585	0.399149309	13.09200468	0	0.375238023	0.170517342	0
QD_2020_10_bin_31	Chloroflexi	6.062375463	5.918980589	28.34546889	6.457850362	4.302520315	14.12684235	6.916675745	2.493424582	7.400633717	27.48482972	8.588551028	0.730879972	3.166012406	6.644214224	13.19962978	2.835964294	2.507855488	3.009735297	4.076539478	6.473650836	3.270656213	0.180794975	0.061738118	0.498412884	6.580832142	4.665934026	10.83420207	6.320433674	0	0	2.128157745	20.45366899	0	0.33298538	0	0
QD_2020_10_bin_87	Chloroflexi	43.40099029	54.53781939	30.76742143	72.10052429	20.94625061	24.93260618	19.29439219	11.28597771	20.18936498	34.09957416	16.63012864	1.887451779	26.08975758	19.13831851	29.89056192	6.058098669	9.130255148	8.345583888	22.12758809	9.210680105	10.74858778	1.991330412	1.173492476	3.987218884	32.14205668	33.14499888	19.46651828	9.169769067	0.881684028	0.525045009	71.31556037	28.32952597	0	1.383094036	1.314868384	0.572761273
QD_2020_12_bin_135	Chloroflexi	1.329146985	15.18267678	5.543402516	8.995841819	5.035093984	5.056660386	4.276980299	3.870960299	5.837850157	4.501174828	10.41582676	10.23350074	3.686932014	7.341741301	6.795340312	15.44975735	9.087691715	6.171370693	5.472896218	10.36658891	8.082135163	2.19636307	1.894980499	2.578143741	4.563752593	5.424558265	9.521230956	0	7.120899982	6.707631469	6.748861602	14.58721339	0.728307205	1.500012381	1.267107148	0.991003891
QD_2020_12_bin_41	Chloroflexi	25.54135035	35.47735015	9.441211927	30.64349631	31.68556713	19.09171734	25.5959299	21.70178826	23.05061284	14.77392113	40.25378199	27.20996602	33.15716654	23.53863622	18.61803113	29.05392645	30.16147489	27.37872351	50.20421695	57.1230691	29.9327528	44.54038912	38.72159115	46.4845458	34.51291307	22.63373528	63.08316938	26.46680983	33.71185693	52.74877973	30.16394805	44.2112028	49.51829788	47.5312467	44.75804386	40.10838115
QD_2021_02_bin_103	Chloroflexi	19.55283872	30.20854309	9.543590114	41.25419457	16.72552309	29.49864798	31.05205008	22.60160641	34.23742443	23.84112461	37.50924642	20.00274313	36.70820105	26.8360277	17.02226626	25.33935737	26.19258005	23.28593262	34.32609577	29.78766331	16.38201939	11.34742391	9.161702875	16.04150868	15.43108698	20.6057497	26.00210208	0	16.14551103	14.39381124	39.61818019	42.55320555	8.607045869	11.30819761	11.43102245	9.968728845
QD_2021_04_bin_125	Chloroflexi	20.97391949	62.49739471	109.5466049	44.03087732	16.56436936	37.55441175	24.96872114	8.166096414	21.34196007	57.05761565	10.6780841	1.245931662	15.74877682	15.15376328	38.34949961	3.70943003	6.083537057	6.66897741	13.98305282	5.843133273	15.26571925	1.175498532	0.6723927	2.856896177	46.83316415	83.3035948	16.77547971	0.319984013	0.567355511	0.046394236	53.59905026	27.338643	0	0.394246742	0.118997822	0
QD_2021_04_bin_190	Chloroflexi	8.322278536	7.439582809	6.767696077	11.69245175	12.55476963	7.685109493	10.13071582	10.02654025	9.494777318	5.745043055	8.938518975	8.29448013	13.16791742	13.53949818	7.296659952	8.451942042	9.751163666	12.3958692	9.925725541	7.327009722	6.175547144	6.064955442	5.082683547	7.464567166	8.207467641	12.86440963	10.08708358	0.02202181	6.138536741	5.218175961	21.69347451	10.21558487	2.269560476	4.014531677	3.623064329	4.416554969
QD_2021_04_bin_197	Chloroflexi	12.55927851	19.89439909	9.994955037	23.32182191	14.59565621	18.70554034	15.40566012	13.36935821	15.08406438	17.69577019	22.24579837	13.66971074	18.88037205	14.72089716	11.17069737	17.25500374	17.79682235	13.40642225	15.34318094	23.19691526	14.80545651	9.563649312	7.519923325	11.31239308	10.78876711	11.11297625	38.17936528	12.65960502	12.64408083	11.99937499	18.89379403	36.55034835	5.513027618	8.137492856	7.571025003	7.39907352
QD_2021_04_bin_273	Chloroflexi	22.41046097	25.36361822	11.53054053	27.76696669	20.83793235	23.05277883	47.13481544	27.4568223	44.29686465	24.73997197	48.99742202	40.38650771	57.5270316	53.72303317	41.42001936	41.1859869	44.96298647	50.74864026	51.21861575	47.87043842	26.51239466	27.61343048	24.96056734	35.28007514	24.8343884	20.25283895	37.44446539	18.07500696	40.14072569	45.39717408	35.92450287	51.51947542	46.29730667	43.51679176	41.89871315	41.08094977
QD_2021_06_bin_130	Chloroflexi	21.38280891	78.15137677	84.10769871	75.42554274	78.43574887	56.70603945	39.0580951	40.63392114	67.47300002	51.78043134	61.18833778	47.78365194	34.12311412	52.72854037	61.99514764	92.91567437	57.6219167	43.80911054	41.62797022	43.95022525	76.22842131	17.64813111	13.61853797	22.63693242	48.31555889	70.96556307	69.80611879	0	25.65126379	19.75611633	113.2157504	130.2714167	2.202935834	9.534987172	12.74764143	7.553043034
QD_2021_06_bin_153	Chloroflexi	44.85823385	29.72042731	2.663872768	12.77491655	5.436438174	1.024985204	10.61979737	2.221221368	0.527832839	0	0	0	12.90004122	4.14553578	3.228439368	0	0	0	3.501584925	0	0	0	0	0	14.23805568	30.74987928	0.807514946	0.962989383	0	0	45.25679672	0	0	0	0	0
QD_2021_06_bin_79	Chloroflexi	58.81467586	107.0252762	64.80874104	86.09363266	78.89668716	84.77623602	59.08428839	58.44808166	63.28149742	84.2426435	92.80947872	101.688545	71.85360125	83.81296384	68.06185188	84.7221554	85.92147639	80.18535752	76.52258343	116.5222441	79.69852323	71.70944992	60.54007112	72.13642509	55.01099167	46.72720728	170.71873	0	74.66603317	71.65442704	58.46595747	138.1119137	51.84360559	59.64396609	51.7587854	56.56872502
QD_2020_08_bin_291	Chloroflexi	21.63683573	1.895778532	23.12517398	9.620286123	5.133504018	9.858836785	0.996187921	0.16607662	2.505734518	6.962657593	1.174078617	0	1.157670964	0	1.318343081	0	0	0	0.539597867	0.007857785	0.51761658	0	0	0	3.039557932	2.653814767	0	3.172536239	0	0	5.385077648	0.246482742	0	0	0	0
QD_2020_08_bin_3	Chloroflexi	4.920868573	10.64119262	50.15970909	15.61985682	7.566727128	24.43201233	4.362870321	1.499098379	6.657826116	35.03932744	9.559894841	0.601395746	2.844256641	3.827009425	15.23741502	1.421532439	3.896060668	3.415729131	2.975595245	7.481284086	9.385464452	1.288479825	0.683129368	1.227083848	8.229925435	4.841888211	11.37802791	24.675561	0.524394501	0	0.639587996	26.66127114	0	0.901495729	0	0
QD_2020_08_bin_314	Chloroflexi	7.657999901	5.466981651	4.461664133	7.758877384	2.772964091	4.255368967	0.569330433	0.244031211	1.033668623	3.22876781	0.618254355	0	0.754805698	0.36292518	2.418362271	0.145956588	0.269269594	0.158809325	0.94569674	0.779183821	2.016193829	0	0	0.10813899	3.942855541	5.843936284	3.750320298	23.1117168	0	0	10.51298942	4.506372327	0	0	0	0
QD_2020_08_bin_340	Chloroflexi	30.29556056	14.623921	49.91497163	27.28042789	11.41729914	24.06378371	11.4491053	4.3406731	9.50698043	16.69659723	3.689613146	0	12.20485762	6.274458303	22.41881088	0.445465322	1.262932938	2.87736459	6.105291004	2.814477927	5.462950856	0.132990566	0	0.634652456	16.93972966	16.5737452	10.70822436	0	0	0	15.74967203	11.95142302	0	0	0	0
QD_2020_08_bin_353	Chloroflexi	35.13020687	23.40223074	10.01033074	32.66469503	9.282296674	13.18154039	7.0771034	3.083335126	4.937929948	5.648110187	1.135988592	0.040788869	11.8484139	8.91645711	9.820942821	0.482020108	1.152665474	2.100554981	9.463450132	1.679889978	2.917214134	0.140916695	0	0.549281764	18.63087443	24.38793457	11.46414256	103.8187568	0	0	47.79501822	9.559728265	0	0.205393424	0	0
QD_2020_12_bin_60	Chloroflexi	47.2755055	26.76008043	170.1573013	56.51471799	32.10738841	95.42481608	24.51985151	8.04390451	33.20305731	110.6740238	29.78651567	1.914479237	19.50822172	18.87827494	92.6451538	5.489849827	9.758189503	17.72252515	21.63915182	23.04991991	30.69591201	2.402137957	1.291279162	5.506714088	21.29709943	11.20909598	20.28343627	0.823592578	0.920413399	0.380635336	12.11893811	47.15829369	0.95853434	2.17370972	0.781319367	0.955947357
QD_2021_04_bin_21	Chloroflexi	20.2403926	61.50872885	28.18391337	73.16247962	29.43271609	37.31489574	33.21359353	15.97767748	39.84451319	16.06405117	34.70242527	9.345583743	26.60934451	43.40873997	62.39025482	9.652681546	16.22996852	19.89341587	41.99812312	31.02350067	15.16855432	4.224237332	3.156017439	7.323918227	29.27350381	11.15110764	34.51178613	2.744371228	8.321653567	5.037692809	17.54915006	69.95192032	1.604971986	5.323864782	3.155524215	2.028709645
QD_2021_04_bin_109	Chloroflexi	17.67614106	53.86700214	77.65320416	52.23885836	18.78620504	37.48394164	14.80123648	6.355490025	19.65790126	49.85695661	22.96042828	2.960468944	14.32327645	12.622326	32.25632856	5.528826049	7.796527431	7.308374417	14.23272299	21.16621795	12.93648483	2.29757711	1.130931939	2.773973801	45.25062092	44.91545517	29.29972729	0	0.862534772	0.318582227	34.81564408	42.75959928	0.09063267	1.250228257	0.537554103	0.353586568
QD_2020_10_bin_83	Chloroflexi	1.617548458	1.117582515	20.37263083	2.775421059	2.540004633	11.56049794	1.685775805	0.413164923	3.646357669	22.89185507	6.443938343	0.159048329	0.640156288	1.111863644	6.176802576	0.460801011	0.573189298	0.644787802	1.323622634	3.075298807	3.008469379	0	0	0	2.438279225	0.786194255	4.413717046	0.0011128	0	0	0.099732146	8.54967965	0	0	0	0
QD_2020_08_bin_12	Deltaproteobacteria	2.914936322	45.70105457	0	4.728851658	4.785075773	0	10.21513037	5.81E-05	0	0	0	0	2.060888625	0.258927655	0	0	0	0	0	0	0	0	0	0	0.708775555	22.14397547	0	0.516681089	0	0	51.65866659	0	0	0	0	0
QD_2020_08_bin_165	Deltaproteobacteria	4.466204183	6.564678456	54.99830471	7.663343589	10.44300507	8.351507779	7.859880685	11.80745704	24.32518651	2.943308883	11.33640297	0	2.796964294	7.753706076	7.232494303	0.648746055	0.601634401	1.228252052	11.93239746	3.613802201	0.974230957	0	0	0.748984785	0.516752514	0.800594086	1.49129673	0	0	0	7.007989392	10.05087082	0	0	0	0
QD_2020_08_bin_229	Deltaproteobacteria	30.57629399	4.867019941	10.87812775	12.49108498	4.310712032	1.396804584	14.73424046	2.716384299	1.570920555	0	0	0	4.646758572	3.350566999	21.17398773	0	0	0	1.160933761	0	0	0	0	0	39.37689655	15.99106937	0	0.264926282	0	0	11.14413098	0	0	0	0	0
QD_2020_08_bin_324	Deltaproteobacteria	4.824781685	0.691201573	4.30775453	5.0735314	19.57049341	1.566185136	2.581936383	0.441539369	1.496865742	0	0	0	2.156893553	0.709223207	6.627276567	0	0	0	0.193882384	0	0	0	0	0	3.835703315	10.78406407	1.252182647	0	0	0	18.41308653	1.088980011	0	0	0	0
QD_2021_06_bin_196	Deltaproteobacteria	0.599436671	2.765185538	0.64720218	2.165737914	1.646531432	1.388874041	1.895547699	2.103344537	2.599624782	1.262697123	3.139205961	7.859911716	1.651662506	2.887624536	1.935825764	6.097181699	5.881526598	4.094774833	2.454308519	1.794224474	3.760248529	4.31974386	3.712813314	4.252831542	0.372807064	0.394981716	1.448767555	0	9.584902574	10.03814955	1.226971408	3.183374608	7.267117415	6.427954608	5.581862964	6.904245064
QD_2021_06_bin_66	Deltaproteobacteria	4.556602116	12.07655142	2.285598581	11.7806936	6.912755882	4.517377916	7.119900292	7.336959524	10.24360633	7.262907871	13.13541975	12.78766243	8.528969391	8.219179183	6.920950294	15.83791904	14.85965804	10.77742087	10.3488374	7.853513496	14.49950408	9.443880421	7.983546963	10.96189073	6.293546022	6.830944619	13.64922279	0	14.1703012	10.62829703	15.59223973	12.55674531	6.176945082	7.139742941	7.233420014	7.153229207
QD_2020_10_bin_166	Deltaproteobacteria	24.95602645	31.4196035	38.49914806	27.31294442	10.6678282	25.1576067	7.689969096	5.000885157	11.76149057	21.67185415	7.793594769	0.947644459	7.847034466	8.069094907	17.06206472	2.123529009	3.893161448	2.586588178	3.319705535	3.154418913	2.430575758	0.268283964	0.052231166	0.323290713	4.663479534	9.284775382	3.77625409	0	0.231969084	0	15.59986567	13.06733667	0	0	0	0
QD_2020_10_bin_46	Deltaproteobacteria	36.05830006	71.79999303	22.22475585	50.75528906	61.99431474	35.56416534	24.08912707	25.58694426	43.13686013	32.09781162	74.374136	73.0377215	34.4192864	28.24154395	20.8244121	90.88541852	72.76490167	56.53918525	49.90528796	49.96405692	74.84273105	61.41096866	55.10574298	68.97224285	10.57094158	15.03380091	67.97300039	92.66236635	116.3621406	124.5034691	19.87968349	62.69076218	79.17590716	72.7917116	68.86367844	74.60052828
QD_2020_08_bin_317	Deltaproteobacteria	6.868949847	1.414341087	13.48506437	4.972691416	2.098254904	14.11774525	0.719404923	0.543314162	2.601299872	20.46726237	3.705930995	0.785517079	0.411296885	0.721545456	3.241508904	1.928607188	2.048778848	1.460785324	0.874302248	1.605695273	4.687350236	0	0	0.091835208	0.751556458	0.415361696	2.928500507	0	0.378131296	0	0	5.620636873	0	0	0	0
QD_2020_10_bin_155	Deltaproteobacteria	19.09505999	57.49248794	77.5712183	50.58196237	11.0735583	63.07038419	12.30676655	9.583204836	15.99648165	73.61284035	26.20856261	6.017636499	10.39746654	15.38297782	30.93312237	10.00036715	17.44235324	15.13489173	11.89042213	28.44346901	33.55675321	7.962457773	6.070364873	7.70552238	8.937103971	1.842613543	23.53310846	0	3.937216936	2.032824517	0.609094109	58.09593871	0.976926354	3.526395525	2.368724869	1.580620526
QD_2020_10_bin_72	Deltaproteobacteria	6.216353155	19.09303747	6.761049633	9.37742217	2.010552248	46.74208378	2.447931989	4.335083442	7.442020618	87.9469001	23.35200312	3.481387828	3.24618178	4.543566864	3.836859542	11.89967766	6.650146242	5.22497048	2.835725423	32.25713997	26.72702679	3.81894053	3.288898099	2.102911426	0.740888283	0	34.71536298	4.975576737	8.69745639	3.102422394	0	98.42931922	0.887679446	3.16953618	1.738676308	1.804583735
QD_2021_02_bin_22	Deltaproteobacteria	18.3593836	11.04086729	12.96934463	27.89134662	24.84270167	24.35370979	13.49173192	13.47566963	26.77782769	15.92689754	19.24582047	18.46046092	12.26924797	14.44263098	28.00569768	19.93990652	39.99971169	14.06020268	19.82926702	20.47650829	61.64899861	11.47176176	9.727652885	12.83580471	28.73500907	14.90527162	65.34026776	0	12.79119919	7.908405743	18.5219492	52.38168779	1.907518693	6.222268681	7.77944798	5.180161745
QD_2021_02_bin_93	Deltaproteobacteria	5.213920814	22.82676463	15.2377354	22.26362173	19.26357503	17.7945862	9.954279909	14.38137155	23.03357262	22.44059301	39.62741818	25.81865799	12.3102549	16.24043134	13.39779187	26.46894922	20.28069844	13.85315396	19.18288381	87.55988843	61.46882597	14.00363198	11.10987859	12.45098614	10.84063751	3.985403978	122.6365059	10.96425888	22.42135553	20.02181506	7.584857217	130.7399487	3.362993878	7.326930162	6.665241003	6.595526567
QD_2021_04_bin_237	Deltaproteobacteria	2.381323798	2.504832901	2.183184581	3.566783254	5.564150462	2.794151296	4.302468579	4.827092501	5.104684836	3.109299496	5.764260958	16.7661245	4.583612743	5.488485099	3.23676695	17.07192654	12.90477691	9.012692527	4.788136355	3.361535536	8.549088035	9.466197741	8.137962942	9.589576791	0.954302155	1.647246457	3.824585514	0.683402474	28.70574062	28.95351793	2.166249328	4.083118126	10.689598	9.479838204	9.185099816	10.72610566
QD_2020_08_bin_284	Deltaproteobacteria	19.75898606	2.661933509	42.88965903	11.43063703	8.589752822	22.79377421	2.083294403	1.506505998	6.642705186	39.58592856	4.807186149	0.489204858	0.939856613	1.968687364	9.990110935	2.096934109	3.066517784	5.740005343	1.906917142	1.088130627	5.780312181	0	0	0.194800786	1.877673596	3.736966544	3.401153025	18.44776785	0.150395855	0	0.556447768	4.654722769	0	0	0	0
